year,rate
1999,20.527
2000,20.041
2001,19.632
2002,19.286
2003,18.99
2004,18.733
2005,18.509
2006,18.313
2007,18.141
2008,17.986
1960,42.349
1961,41.767
1962,41.162
1963,40.526
1964,39.85
1965,39.102
1966,38.247
1967,37.28
1968,36.218
1969,35.094
1970,33.968
1971,32.914
1972,31.99
1973,31.235
1974,30.663
1975,30.269
1976,30.026
1977,29.87
1978,29.739
1979,29.595
1980,29.404
1981,29.144
1982,28.816
1983,28.419
1984,27.942
1985,27.368
1986,26.681
1987,25.897
1988,25.043
1989,24.15
1990,23.276
1991,22.489
1992,21.824
1993,21.295
1994,20.89
1995,20.563
1996,20.246
1997,19.864
1998,19.366
1999,18.738
2000,17.98
2001,17.118
2002,16.213
2003,15.32
2004,14.474
2005,13.712
2006,13.059
2007,12.516
2008,12.075
1979,15.8
1980,15.9
1981,16
1982,16.6
1983,17.5
1984,16.9
1985,16.6
1986,17.2
1987,17.2
1988,16
1989,14.6
1990,13.4
1991,12.1
1992,10.7
1993,9.4
1994,9.5
1995,9.3
1996,8.9
1997,8.6
1998,8.8
1999,8.3
2000,8.7
2001,9.1
2002,9.8
2003,10.2
2004,10.4
2005,10.2
2006,10.4
2007,11.3
2008,12.1
1960,52.895
1961,52.889
1962,52.866
1963,52.832
1964,52.796
1965,52.758
1966,52.717
1967,52.672
1968,52.627
1969,52.588
1970,52.563
1971,52.56
1972,52.587
1973,52.651
1974,52.757
1975,52.932
1976,53.209
1977,53.582
1978,54.02
1979,54.476
1980,54.886
1981,55.177
1982,55.283
1983,55.145
1984,54.723
1985,53.949
1986,52.766
1987,51.219
1988,49.397
1989,47.402
1990,45.392
1991,43.54
1992,41.977
1993,40.792
1994,40.025
1995,39.669
1996,39.658
1997,39.848
1998,40.112
1999,40.384
2000,40.618
2001,40.795
2002,40.935
2003,41.051
2004,41.131
2005,41.173
2006,41.185
2007,41.173
2008,41.132
1960,46.6878402739955
1965,44.6056595375662
1970,41.9185120793559
1975,39.0972798963356
1980,36.445513259925
1981,36.1293830421505
1982,35.7960938543744
1983,35.8047229353047
1984,35.8640546440522
1985,34.8035293342309
1986,34.6410547582431
1987,33.9991916745478
1988,33.5040778443401
1989,32.6438391620762
1990,31.9836050664382
1991,31.4322558137398
1992,30.8578716309455
1993,30.4534487081088
1994,30.2805824861062
1995,29.6569104555345
1996,29.0538230296814
1997,28.5326694799373
1998,28.011442591154
1999,27.572338650642
2000,27.0894382584575
2001,26.6662087184186
2002,26.2381679311815
2003,25.9529559175542
2004,25.2953405936487
2005,24.9491323305262
2006,24.6047387038192
2007,24.2035646652492
2008,23.8820674704258
1960,48.895
1961,48.892
1962,48.859
1963,48.789
1964,48.683
1965,48.549
1966,48.406
1967,48.269
1968,48.145
1969,48.034
1970,47.934
1971,47.842
1972,47.739
1973,47.599
1974,47.4
1975,47.097
1976,46.645
1977,46.031
1978,45.264
1979,44.365
1980,43.387
1981,42.398
1982,41.461
1983,40.615
1984,39.873
1985,39.219
1986,38.611
1987,37.989
1988,37.309
1989,36.559
1990,35.738
1991,34.86
1992,33.956
1993,33.06
1994,32.188
1995,31.355
1996,30.573
1997,29.841
1998,29.153
1999,28.508
2000,27.894
2001,27.297
2002,26.703
2003,26.108
2004,25.513
2005,24.93
2006,24.377
2007,23.872
2008,23.424
1960,46.4
1961,46.349
1962,46.304
1963,46.267
1964,46.241
1965,46.224
1966,46.215
1967,46.206
1968,46.191
1969,46.164
1970,46.119
1971,46.053
1972,45.963
1973,45.849
1974,45.708
1975,45.541
1976,45.348
1977,45.131
1978,44.894
1979,44.637
1980,44.362
1981,44.065
1982,43.747
1983,43.412
1984,43.063
1985,42.709
1986,42.359
1987,42.019
1988,41.689
1989,41.369
1990,41.056
1991,40.745
1992,40.425
1993,40.086
1994,39.715
1995,39.299
1996,38.822
1997,38.281
1998,37.681
1999,37.03
2000,36.343
2001,35.64
2002,34.942
2003,34.267
2004,33.622
2005,33.01
2006,32.426
2007,31.857
2008,31.293
1960,48.844
1961,49.059
1962,49.281
1963,49.529
1964,49.807
1965,50.103
1966,50.392
1967,50.636
1968,50.808
1969,50.897
1970,50.901
1971,50.829
1972,50.699
1973,50.527
1974,50.318
1975,50.072
1976,49.782
1977,49.445
1978,49.062
1979,48.641
1980,48.19
1981,47.721
1982,47.245
1983,46.774
1984,46.319
1985,45.893
1986,45.505
1987,45.153
1988,44.83
1989,44.53
1990,44.24
1991,43.941
1992,43.62
1993,43.268
1994,42.885
1995,42.47
1996,42.033
1997,41.589
1998,41.154
1999,40.74
2000,40.367
2001,40.057
2002,39.808
2003,39.609
2004,39.444
2005,39.279
2006,39.077
2007,38.803
2008,38.435
1960,38.5
1961,36.2
1962,34.8
1963,34.3
1964,32.8
1965,30.7
1966,29.5
1967,26.8
1968,24.5
1969,22.8
1970,23
1971,22.7
1972,23.4
1973,22.2
1974,19.6
1975,17.7
1976,18.7
1977,16.5
1978,16.8
1979,17.1
1980,17.1
1981,17
1982,17.3
1983,16.3
1984,16.5
1985,16.6
1986,14.8
1987,16.6
1988,19.8
1989,17.5
1990,18.4
1991,17.3
1992,17
1993,17
1994,16.4
1995,15.7
1996,16
1997,12.7
1998,13.2
1999,12.8
2000,11.8
2001,11.8
2002,11.4
2003,10.5
2004,10.3
2005,10.2
2006,10.3
2007,10
2008,10.2
1960,43.968
1961,43.865
1962,43.739
1963,43.617
1964,43.53
1965,43.536
1966,43.695
1967,44.019
1968,44.492
1969,45.075
1970,45.699
1971,46.274
1972,46.714
1973,46.949
1974,46.945
1975,46.67
1976,46.118
1977,45.353
1978,44.455
1979,43.486
1980,42.538
1981,41.701
1982,41.028
1983,40.544
1984,40.254
1985,40.131
1986,40.116
1987,40.121
1988,40.076
1989,39.945
1990,39.711
1991,39.379
1992,38.984
1993,38.555
1994,38.098
1995,37.62
1996,37.122
1997,36.603
1998,36.065
1999,35.514
2000,34.957
2001,34.397
2002,33.839
2003,33.284
2004,32.731
2005,32.177
2006,31.615
2007,31.038
2008,30.447
1960,46.287
1961,46.402
1962,46.494
1963,46.557
1964,46.591
1965,46.595
1966,46.574
1967,46.537
1968,46.488
1969,46.429
1970,46.361
1971,46.284
1972,46.194
1973,46.087
1974,45.96
1975,45.804
1976,45.611
1977,45.379
1978,45.111
1979,44.814
1980,44.494
1981,44.161
1982,43.829
1983,43.51
1984,43.218
1985,42.965
1986,42.758
1987,42.598
1988,42.482
1989,42.408
1990,42.377
1991,42.387
1992,42.428
1993,42.486
1994,42.55
1995,42.605
1996,42.64
1997,42.646
1998,42.616
1999,42.545
2000,42.428
2001,42.266
2002,42.066
2003,41.834
2004,41.574
2005,41.288
2006,40.981
2007,40.653
2008,40.305
1960,48.086
1961,47.916
1962,47.631
1963,47.231
1964,46.731
1965,46.152
1966,45.524
1967,44.882
1968,44.253
1969,43.658
1970,43.115
1971,42.631
1972,42.193
1973,41.78
1974,41.378
1975,40.961
1976,40.502
1977,39.982
1978,39.393
1979,38.735
1980,38.016
1981,37.254
1982,36.478
1983,35.716
1984,34.982
1985,34.293
1986,33.66
1987,33.076
1988,32.532
1989,32.021
1990,31.54
1991,31.084
1992,30.638
1993,30.181
1994,29.692
1995,29.125
1996,28.433
1997,27.605
1998,26.654
1999,25.609
2000,24.528
2001,23.482
2002,22.54
2003,21.754
2004,21.147
2005,20.724
2006,20.468
2007,20.322
2008,20.235
2005,9.5
2006,10
2007,9.5
2008,11
1960,51.429
1961,51.238
1962,51.082
1963,50.961
1964,50.875
1965,50.813
1966,50.764
1967,50.716
1968,50.662
1969,50.597
1970,50.545
1971,50.542
1972,50.596
1973,50.688
1974,50.78
1975,50.768
1976,50.529
1977,49.999
1978,49.176
1979,48.107
1980,46.917
1981,45.775
1982,44.84
1983,44.22
1984,43.949
1985,44.001
1986,44.29
1987,44.67
1988,45.022
1989,45.296
1990,45.47
1991,45.556
1992,45.607
1993,45.659
1994,45.717
1995,45.782
1996,45.849
1997,45.908
1998,45.945
1999,45.953
2000,45.923
2001,45.848
2002,45.725
2003,45.555
2004,45.339
2005,45.08
2006,44.782
2007,44.455
2008,44.105
1991,11.9
1992,11.665
1995,10.96
1997,10.49
1998,10.09
1999,9.6
2000,9.8
2001,10.5
2002,10.4
2003,10.6
2004,10.5
2005,9.7
2006,9.58
2007,9.22
2008,9.4
1960,47.7679566774804
1965,47.4909153145433
1970,47.2220985229382
1975,47.1430671662403
1980,46.7018420865486
1981,46.5302417492253
1982,46.3375727806171
1983,46.1366251618946
1984,45.9264604025032
1985,45.702417418642
1986,45.4632925293418
1987,45.2071860678633
1988,44.932219884516
1989,44.6336524264075
1990,44.3143377304195
1991,43.98291071143
1992,43.6378822868042
1993,43.290365643177
1994,42.9354798367594
1995,42.5757856264636
1996,42.2244899542102
1997,41.8779328924694
1998,41.5427082565069
1999,41.2230519496765
2000,40.9176708238097
2001,40.6318761767294
2002,40.3616197066816
2003,40.0932026218573
2004,39.8182965808273
2005,39.5244283730763
2006,39.2017020910015
2007,38.8469811854206
2008,38.4550594113481
1960,47.7596311435
1965,47.4837876424
1970,47.2139540965
1975,47.1335850517
1980,46.6965193201
1981,46.5261379408
1982,46.3347842173
1983,46.1352243259
1984,45.9264566976
1985,45.7036773205
1986,45.4655451262
1987,45.2101351752
1988,44.935586059
1989,44.6371773855
1990,44.3177992158
1991,43.9861225861
1992,43.6407225449
1993,43.2927705496
1994,42.9374342896
1995,42.5773085163
1996,42.225605375
1997,41.8786585763
1998,41.54305404
1999,41.2230425065
2000,40.917351713
2001,40.6313022819
2002,40.3608515526
2003,40.0923083231
2004,39.8173494003
2005,39.5235090299
2006,39.2008941786
2007,38.8463552211
2008,38.4546703037
1960,50.016
1961,50.405
1962,50.667
1963,50.81
1964,50.831
1965,50.69
1966,50.329
1967,49.727
1968,48.9
1969,47.895
1970,46.802
1971,45.726
1972,44.762
1973,43.978
1974,43.406
1975,43.05
1976,42.88
1977,42.813
1978,42.771
1979,42.71
1980,42.585
1981,42.362
1982,42.043
1983,41.634
1984,41.143
1985,40.584
1986,39.985
1987,39.382
1988,38.809
1989,38.284
1990,37.826
1991,37.442
1992,37.12
1993,36.847
1994,36.615
1995,36.418
1996,36.248
1997,36.093
1998,35.936
1999,35.764
2000,35.559
2001,35.308
2002,35.005
2003,34.65
2004,34.241
2005,33.775
2006,33.256
2007,32.697
2008,32.11
1960,44.792
1961,44.694
1962,44.44
1963,44.008
1964,43.397
1965,42.615
1966,41.687
1967,40.66
1968,39.579
1969,38.474
1970,37.35
1971,36.197
1972,35.015
1973,33.823
1974,32.662
1975,31.616
1976,30.779
1977,30.19
1978,29.85
1979,29.724
1980,29.72
1981,29.713
1982,29.584
1983,29.254
1984,28.698
1985,27.926
1986,26.988
1987,25.993
1988,25.042
1989,24.191
1990,23.512
1991,23.058
1992,22.818
1993,22.76
1994,22.849
1995,23.016
1996,23.174
1997,23.244
1998,23.172
1999,22.937
2000,22.545
2001,22.033
2002,21.474
2003,20.929
2004,20.425
2005,19.983
2006,19.606
2007,19.278
2008,18.983
1960,22.32
1962,20.6
1965,19.04
1967,18
1970,18.72
1972,19.2
1975,20.04
1977,20.6
1980,19.1
1981,18.6
1982,18.3
1983,18.1
1984,17.7
1985,17.5
1986,16.8
1987,16.1
1988,15.9
1989,15.2
1990,15.2
1991,15
1992,14.2
1993,13.8
1994,12.5
1995,11.4
1996,11.2
1997,11
1998,10.7
1999,10.4
2000,10.2
2001,9.5
2002,10.6
2003,9.6
2004,10
2005,10.104
2006,9.998
2007,10.084
2008,10.609
1960,17.6
1961,18.1
1962,18.1
1963,18.1
1964,17.9
1965,18.5
1966,18.5
1967,17.6
1968,16.8
1969,16.3
1970,15.9
1971,16.3
1972,16.4
1973,16.7
1974,16
1975,16.5
1976,16.8
1977,16.2
1978,16.3
1979,16.2
1980,15.7
1981,15.2
1982,15
1983,14.1
1984,13.5
1985,13.1
1986,12.9
1987,12.9
1988,12.6
1989,11.8
1990,11.2
1991,10.8
1992,10
1993,9.9
1994,9.8
1995,9.5
1996,9.5
1997,9.1
1998,9
1999,8.8
2000,9.1
2001,8.8
2002,8.8
2003,8.6
2004,9
2005,9.076
2006,9.434
2007,9.823
2008,10.495
1960,13.7
1961,13.9
1962,14.2
1963,14.8
1964,16
1965,15.9
1966,15.8
1967,15.4
1968,14.3
1969,13.5
1970,13.7
1971,14.1
1972,13.8
1973,13.5
1974,13.4
1975,12.6
1976,11.9
1977,11.6
1978,11.2
1979,11.6
1980,11.6
1981,11.3
1982,11.1
1983,11
1984,11.3
1985,11.8
1986,12.2
1987,12.5
1988,13.3
1989,13.7
1990,14.5
1991,14.3
1992,14
1993,13.5
1994,12.6
1995,11.7
1996,10.8
1997,10.1
1998,10
1999,9.9
2000,10.2
2001,10.4
2002,10.6
2003,11
2004,11.2
2005,11.224
2006,11.664
2007,11.742
2008,11.855
1960,47.588
1961,47.676
1962,47.807
1963,47.977
1964,48.177
1965,48.395
1966,48.62
1967,48.837
1968,49.031
1969,49.189
1970,49.295
1971,49.34
1972,49.326
1973,49.258
1974,49.142
1975,48.99
1976,48.817
1977,48.639
1978,48.465
1979,48.296
1980,48.144
1981,48.017
1982,47.898
1983,47.763
1984,47.582
1985,47.305
1986,46.878
1987,46.272
1988,45.478
1989,44.504
1990,43.366
1991,42.098
1992,40.759
1993,39.414
1994,38.111
1995,36.901
1996,35.822
1997,34.877
1998,34.064
1999,33.384
2000,32.824
2001,32.36
2002,31.955
2003,31.579
2004,31.215
2005,30.857
2006,30.51
2007,30.187
2008,29.895
1974,32.1
1975,30.4
1976,27.1
1977,25.8
1978,28.8
1979,27.5
1980,28.9
1981,28.1
1982,24.1
1983,25.8
1984,26.9
1985,26.5
1986,26.3
1987,24.9
1990,23.7
1992,22.9
1995,21
1996,21.1
1997,19.1
1998,17.9
1999,18.2
2000,18.6
2001,17.7
2002,17.7
2003,18.1
2004,17.4
2005,18.5
2006,17.3
2007,17.6
2008,17.8
1960,48.352
1961,48.295
1962,48.214
1963,48.107
1964,47.978
1965,47.831
1966,47.671
1967,47.509
1968,47.355
1969,47.214
1970,47.098
1971,47.016
1972,46.965
1973,46.94
1974,46.935
1975,46.952
1976,46.995
1977,47.05
1978,47.088
1979,47.077
1980,46.968
1981,46.71
1982,46.276
1983,45.647
1984,44.821
1985,43.79
1986,42.561
1987,41.18
1988,39.708
1989,38.2
1990,36.717
1991,35.312
1992,34.021
1993,32.876
1994,31.902
1995,31.125
1996,30.55
1997,30.145
1998,29.87
1999,29.694
2000,29.586
2001,29.517
2002,29.458
2003,29.38
2004,29.254
2005,29.055
2006,28.771
2007,28.41
2008,27.98
1960,45.682
1961,45.585
1962,45.502
1963,45.439
1964,45.406
1965,45.417
1966,45.488
1967,45.623
1968,45.817
1969,46.064
1970,46.354
1971,46.671
1972,46.996
1973,47.308
1974,47.591
1975,47.831
1976,48.021
1977,48.161
1978,48.257
1979,48.308
1980,48.316
1981,48.284
1982,48.219
1983,48.132
1984,48.033
1985,47.928
1986,47.824
1987,47.724
1988,47.634
1989,47.558
1990,47.502
1991,47.471
1992,47.464
1993,47.475
1994,47.502
1995,47.546
1996,47.605
1997,47.673
1998,47.739
1999,47.788
2000,47.801
2001,47.759
2002,47.65
2003,47.471
2004,47.22
2005,46.903
2006,46.53
2007,46.121
2008,45.692
1960,46.929
1961,47.064
1962,47.215
1963,47.377
1964,47.541
1965,47.705
1966,47.868
1967,48.028
1968,48.18
1969,48.318
1970,48.433
1971,48.521
1972,48.576
1973,48.592
1974,48.563
1975,48.484
1976,48.35
1977,48.162
1978,47.922
1979,47.634
1980,47.297
1981,46.915
1982,46.492
1983,46.035
1984,45.553
1985,45.049
1986,44.529
1987,43.997
1988,43.455
1989,42.91
1990,42.366
1991,41.824
1992,41.284
1993,40.746
1994,40.212
1995,39.684
1996,39.163
1997,38.649
1998,38.14
1999,37.633
2000,37.123
2001,36.604
2002,36.072
2003,35.529
2004,34.976
2005,34.424
2006,33.885
2007,33.367
2008,32.875
1960,43.636
1961,43.419
1962,43.116
1963,42.717
1964,42.214
1965,41.599
1966,40.866
1967,40.026
1968,39.095
1969,38.089
1970,37.025
1971,35.918
1972,34.787
1973,33.65
1974,32.528
1975,31.438
1976,30.391
1977,29.387
1978,28.424
1979,27.505
1980,26.623
1981,25.768
1982,24.931
1983,24.109
1984,23.307
1985,22.541
1986,21.833
1987,21.197
1988,20.637
1989,20.15
1990,19.715
1991,19.308
1992,18.903
1993,18.483
1994,18.044
1995,17.592
1996,17.145
1997,16.725
1998,16.349
1999,16.024
2000,15.751
2001,15.525
2002,15.333
2003,15.165
2004,15.012
2005,14.873
2006,14.745
2007,14.628
2008,14.52
1960,48.005
1961,48.146
1962,47.888
1963,47.189
1964,46.088
1965,44.717
1966,43.265
1967,41.936
1968,40.874
1969,40.135
1970,39.694
1971,39.452
1972,39.258
1973,39.003
1974,38.667
1975,38.274
1976,37.885
1977,37.587
1978,37.439
1979,37.453
1980,37.636
1981,37.976
1982,38.417
1983,38.894
1984,39.353
1985,39.73
1986,39.969
1987,40.041
1988,39.93
1989,39.627
1990,39.131
1991,38.46
1992,37.662
1993,36.789
1994,35.879
1995,34.96
1996,34.053
1997,33.168
1998,32.319
1999,31.527
2000,30.814
2001,30.196
2002,29.667
2003,29.223
2004,28.859
2005,28.573
2006,28.36
2007,28.203
2008,28.079
1960,44.429
1961,44.433
1962,44.136
1963,43.502
1964,42.56
1965,41.41
1966,40.201
1967,39.091
1968,38.199
1969,37.565
1970,37.18
1971,36.973
1972,36.829
1973,36.657
1974,36.431
1975,36.151
1976,35.842
1977,35.556
1978,35.33
1979,35.176
1980,35.108
1981,35.135
1982,35.236
1983,35.38
1984,35.534
1985,35.663
1986,35.736
1987,35.719
1988,35.575
1989,35.269
1990,34.736
1991,33.912
1992,32.806
1993,31.463
1994,29.95
1995,28.382
1996,26.896
1997,25.603
1998,24.579
1999,23.853
2000,23.411
2001,23.191
2002,23.079
2003,22.978
2004,22.846
2005,22.661
2006,22.428
2007,22.177
2008,21.933
1960,45.369
1961,45.27
1962,45.03
1963,44.62
1964,44.024
1965,43.219
1966,42.189
1967,40.972
1968,39.632
1969,38.232
1970,36.863
1971,35.616
1972,34.554
1973,33.721
1974,33.14
1975,32.824
1976,32.758
1977,32.866
1978,33.067
1979,33.299
1980,33.479
1981,33.529
1982,33.422
1983,33.151
1984,32.722
1985,32.181
1986,31.602
1987,31.063
1988,30.624
1989,30.3
1990,30.072
1991,29.892
1992,29.7
1993,29.456
1994,29.16
1995,28.839
1996,28.538
1997,28.307
1998,28.174
1999,28.142
2000,28.203
2001,28.338
2002,28.5
2003,28.641
2004,28.723
2005,28.699
2006,28.527
2007,28.202
2008,27.733
1960,38.677
1961,38.375
1962,37.705
1963,36.638
1964,35.217
1965,33.553
1966,31.805
1967,30.161
1968,28.774
1969,27.729
1970,27.084
1971,26.849
1972,26.923
1973,27.199
1974,27.611
1975,28.083
1976,28.544
1977,28.941
1978,29.225
1979,29.351
1980,29.298
1981,29.07
1982,28.705
1983,28.231
1984,27.651
1985,26.945
1986,26.086
1987,25.071
1988,23.919
1989,22.671
1990,21.379
1991,20.103
1992,18.902
1993,17.824
1994,16.903
1995,16.16
1996,15.595
1997,15.174
1998,14.862
1999,14.644
2000,14.506
2001,14.44
2002,14.435
2003,14.476
2004,14.542
2005,14.62
2006,14.698
2007,14.77
2008,14.83
1960,46.58
1962,46.5
1965,43.68
1967,41.8
1970,38.98
1972,37.1
1975,36.68
1977,36.4
1980,34.78
1982,33.7
1985,31
1987,29.2
1990,25.2
1991,24.9
1992,24.9
1993,24
1994,22.7
1995,20.8
1996,19.7
1997,18.9
1998,17.9
1999,16.9
2000,17.1
2001,16.9
2002,16.7
2003,17.1
2004,16.8
2005,17.1
2006,17.1
2007,17.4
2008,17.7
1960,46.099
1961,45.209
1962,44.322
1963,43.459
1964,42.639
1965,41.88
1966,41.195
1967,40.572
1968,39.995
1969,39.45
1970,38.905
1971,38.32
1972,37.674
1973,36.964
1974,36.2
1975,35.429
1976,34.717
1977,34.11
1978,33.625
1979,33.244
1980,32.904
1981,32.513
1982,31.993
1983,31.303
1984,30.449
1985,29.481
1986,28.481
1987,27.545
1988,26.744
1989,26.1
1990,25.61
1991,25.242
1992,24.929
1993,24.612
1994,24.264
1995,23.861
1996,23.387
1997,22.856
1998,22.289
1999,21.697
2000,21.107
2001,20.546
2002,20.04
2003,19.602
2004,19.236
2005,18.936
2006,18.685
2007,18.457
2008,18.229
1960,49.278
1961,49.23
1962,49.173
1963,49.11
1964,49.04
1965,48.962
1966,48.87
1967,48.763
1968,48.638
1969,48.499
1970,48.353
1971,48.21
1972,48.076
1973,47.953
1974,47.838
1975,47.722
1976,47.591
1977,47.433
1978,47.241
1979,47.017
1980,46.767
1981,46.503
1982,46.239
1983,45.985
1984,45.742
1985,45.506
1986,45.266
1987,45.013
1988,44.738
1989,44.442
1990,44.125
1991,43.788
1992,43.442
1993,43.099
1994,42.77
1995,42.473
1996,42.224
1997,42.029
1998,41.889
1999,41.803
2000,41.768
2001,41.777
2002,41.813
2003,41.855
2004,41.882
2005,41.877
2006,41.822
2007,41.711
2008,41.534
1960,49.534
1961,49.405
1962,49.299
1963,49.214
1964,49.145
1965,49.086
1966,49.026
1967,48.963
1968,48.892
1969,48.815
1970,48.735
1971,48.661
1972,48.6
1973,48.559
1974,48.541
1975,48.547
1976,48.576
1977,48.623
1978,48.681
1979,48.748
1980,48.822
1981,48.9
1982,48.981
1983,49.063
1984,49.143
1985,49.219
1986,49.293
1987,49.364
1988,49.426
1989,49.473
1990,49.493
1991,49.473
1992,49.407
1993,49.293
1994,49.134
1995,48.939
1996,48.719
1997,48.49
1998,48.264
1999,48.047
2000,47.846
2001,47.665
2002,47.496
2003,47.328
2004,47.154
2005,46.96
2006,46.734
2007,46.467
2008,46.151
1960,19.12
1962,18.4
1965,16.72
1967,15.6
1970,15.3
1972,15.1
1975,14.98
1977,14.9
1980,14.84
1981,14.6
1982,14.8
1983,16
1984,15.6
1985,15.55
1986,15.5
1987,14.8
1988,14.4
1989,13.3
1990,12.7
1991,12.1
1992,11.4
1993,10.7
1994,10
1995,9.6
1996,9.1
1997,8.7
1998,8.3
1999,7.8
2000,7.8
2001,7.7
2002,8.7
2003,8.54580192186427
2004,9.00496505913394
2005,9
2006,9.8
2007,10.2
2008,11
1960,39.7445289013514
1965,37.5404402088129
1970,35.2393425937573
1975,33.1823555104758
1980,28.1819252367536
1981,27.9343328470721
1982,27.7698103451892
1983,27.6038156387921
1984,27.1773508188107
1985,26.7409628266762
1986,26.3888376837444
1987,25.9326387230333
1988,25.0694150981724
1989,24.241184348573
1990,23.6194518651756
1991,22.5938217277238
1992,21.9597804078666
1993,21.1656756541079
1994,20.8463155540263
1995,20.251812614413
1996,19.8556084344074
1997,19.3601823642418
1998,19.0894920810602
1999,18.8211764133132
2000,18.648366565331
2001,18.4235081075272
2002,18.2031772890279
2003,17.9599719278987
2004,17.7713882563807
2005,17.5014444862252
2006,17.3152187455815
2007,17.2174560185921
2008,17.1370449050483
1960,22.2
1961,21.4
1962,21.6
1963,21.7
1964,20.7
1965,20
1966,18.8
1967,18.9
1968,19.2
1969,20.3
1970,19.5
1971,19.9
1972,20
1973,20.1
1974,20.7
1975,20.9
1976,20.8
1977,20.25
1978,19.9
1979,19.3
1980,19.1
1981,18.4
1982,18.2
1983,18
1984,18
1985,18
1986,17.9
1987,17.9
1988,17.5
1989,18.2
1990,18
1991,17.5
1992,17.2
1993,17.6
1994,17.5
1995,17.6
1996,18.2
1997,17.8
1998,16.7
1999,16.4
2000,15.9
2001,15.5
2002,15.9
2003,15.72
2004,15.16
2005,14.86
2006,14.76
2007,14.67
2008,14.58
1960,23.7
1961,23.3
1962,22.4
1963,21.7
1964,21.1
1965,19.4
1966,18.4
1967,17.8
1968,17.6
1969,17.9
1970,18.4
1971,17.2
1972,15.6
1973,14.8
1974,14.8
1975,14.6
1976,14.6
1977,15.1
1978,15
1979,15.6
1980,15.9
1981,15.7
1982,15.9
1983,15.5
1984,15.7
1985,15.7
1986,15.5
1987,15.5
1988,15.9
1989,16.2
1990,16.7
1991,16.3
1992,15.9
1993,15.5
1994,15.2
1995,14.8
1996,14.8
1997,14.6
1998,14.6
1999,14.5
2000,14.7
2001,14.1
2002,13.9
2003,14.14
2004,14.13
2005,14
2006,14.2
2007,14.2540646896238
2008,14.3009584523768
1960,45.2748
1962,44.938
1965,41.308
1967,38.888
1970,36.536
1972,34.968
1975,34.8954
1977,34.847
1979,34.4
1980,33.9
1981,35
1982,35.1
1983,35.4
1984,36.3
1985,37.4
1986,37.9
1987,37.2
1988,35.3
1989,33.3
1990,33.7
1991,34.5
1992,33.1
1993,31.5
1994,29.4
1995,29.8
1996,27.3
1997,25.5
1998,23.4
1999,22.4085271424328
2000,21.4024802991138
2001,20.5472325477457
2002,21.0713259939233
2003,19.8867217547415
2004,20.8928609746569
2005,20.3894065963455
2006,20.9883961591959
2007,21.579
2008,21.6805348012153
1960,47.876
1961,47.302
1962,46.658
1963,45.955
1964,45.205
1965,44.424
1966,43.629
1967,42.827
1968,42.021
1969,41.211
1970,40.38
1971,39.502
1972,38.564
1973,37.563
1974,36.511
1975,35.438
1976,34.381
1977,33.375
1978,32.444
1979,31.597
1980,30.829
1981,30.117
1982,29.431
1983,28.752
1984,28.076
1985,27.415
1986,26.79
1987,26.22
1988,25.714
1989,25.267
1990,24.864
1991,24.484
1992,24.1
1993,23.693
1994,23.252
1995,22.765
1996,22.228
1997,21.655
1998,21.065
1999,20.475
2000,19.909
2001,19.393
2002,18.943
2003,18.569
2004,18.271
2005,18.042
2006,17.868
2007,17.721
2008,17.581
1960,44.92
1962,45
1965,42.06
1967,40.1
1970,37.1
1972,35.1
1975,34.56
1977,34.2
1980,32.88
1982,32
1985,30.98
1987,30.3
1990,28.56
1992,27.4
1994,25.6
1995,25.45
1996,25.3
1997,25.3
1998,23.9
1999,23.7
2000,23.4
2001,23.2
2002,22.9
2003,22.6
2004,22.31
2005,22.04
2006,21.77
2007,21.52
2008,21.244
1960,35
1965,33.1
1974,29.7
1975,28.1
1976,26.6
1978,26.9
1982,24.7
1985,25
1987,22.3
1990,21.4
1991,21.1
1992,22
1995,18.7
1996,17.6
1997,17.2
1998,18
1999,16.1
2000,16.3666666667
2002,16.9
2005,14.64
2006,13.04
2007,12.63
2008,12
1960,46.222
1961,46.196
1962,46.006
1963,45.651
1964,45.145
1965,44.51
1966,43.774
1967,42.977
1968,42.161
1969,41.359
1970,40.601
1971,39.905
1972,39.268
1973,38.685
1974,38.158
1975,37.685
1976,37.256
1977,36.855
1978,36.469
1979,36.091
1980,35.731
1981,35.405
1982,35.116
1983,34.855
1984,34.599
1985,34.316
1986,33.969
1987,33.524
1988,32.956
1989,32.244
1990,31.36
1991,30.277
1992,29.019
1993,27.635
1994,26.177
1995,24.725
1996,23.368
1997,22.168
1998,21.167
1999,20.383
2000,19.805
2001,19.39
2002,19.063
2003,18.763
2004,18.461
2005,18.139
2006,17.801
2007,17.466
2008,17.152
1960,48.386
1961,47.971
1962,47.497
1963,46.967
1964,46.392
1965,45.793
1966,45.197
1967,44.63
1968,44.11
1969,43.648
1970,43.248
1971,42.907
1972,42.606
1973,42.324
1974,42.05
1975,41.766
1976,41.458
1977,41.121
1978,40.752
1979,40.354
1980,39.929
1981,39.484
1982,39.034
1983,38.595
1984,38.18
1985,37.809
1986,37.503
1987,37.263
1988,37.079
1989,36.936
1990,36.804
1991,36.644
1992,36.423
1993,36.125
1994,35.746
1995,35.295
1996,34.798
1997,34.289
1998,33.801
1999,33.345
2000,32.933
2001,32.567
2002,32.231
2003,31.911
2004,31.599
2005,31.282
2006,30.947
2007,30.587
2008,30.198
